year,Date,transactions,Qty Sold,Revenue
2021,3/27/2022,16974,1,5
2021,3/27/2022,16973,2,31
2021,3/27/2022,16972,7,4.8
2021,3/27/2022,16975,4,9.5
2021,3/27/2022,16978,1,2.5
2021,3/27/2022,16977,6,9.6
2021,3/27/2022,16976,1,2.3
2021,3/27/2022,16967,10,32
2021,3/27/2022,16966,3,4.5
2021,3/27/2022,16965,5,7.5
2021,3/27/2022,16968,1,2
2021,3/27/2022,16971,20,8
2021,3/27/2022,16970,1,2
2021,3/27/2022,16969,1,3
2021,3/28/2022,16989,1,2.5
2021,3/28/2022,16990,1,5
2021,3/28/2022,16987,3,16
2021,3/28/2022,16988,20,3
2021,3/28/2022,16993,1,28
2021,3/28/2022,16994,1,3
2021,3/28/2022,16991,1,14.5
2021,3/28/2022,16992,7,10.5
2021,3/28/2022,16981,3,24.5
2021,3/28/2022,16982,10,15
2021,3/28/2022,16979,1,5
2021,3/28/2022,16980,4,5.1
2021,3/28/2022,16985,1,2
2021,3/28/2022,16986,2,2
2021,3/28/2022,16983,6,7.8
2021,3/28/2022,16984,1,2
2021,5/1/2022,17729,1,6.5
2021,5/1/2022,17728,4,6
2021,5/1/2022,17727,1,21
2021,5/1/2022,17730,2,63
2021,5/1/2022,17733,4,47
2021,5/1/2022,17732,6,64
2021,5/1/2022,17731,1,2.3
2021,5/1/2022,17722,1,23
2021,5/1/2022,17721,2,19
2021,5/1/2022,17720,1,7
2021,5/1/2022,17723,1,0.5
2021,5/1/2022,17726,2,14.5
2021,5/1/2022,17725,1,2
2021,5/1/2022,17724,4,11.5
2021,5/2/2022,17753,3,4.5
2021,5/2/2022,17754,3,42
2021,5/2/2022,17755,2,32
2021,5/2/2022,17752,1,10
2021,5/2/2022,17749,1,6.5
2021,5/2/2022,17750,1,5
2021,5/2/2022,17751,3,47.5
2021,5/2/2022,17756,10,4
2021,5/2/2022,17761,2,12
2021,5/2/2022,17762,1,7.5
2021,5/2/2022,17763,1,5
2021,5/2/2022,17760,2,1.6
2021,5/2/2022,17757,2,3
2021,5/2/2022,17758,2,16
2021,5/2/2022,17759,2,34.5
2021,5/2/2022,17738,3,46
2021,5/2/2022,17739,12,34
2021,5/2/2022,17740,4,13
2021,5/2/2022,17737,1,2
2021,5/2/2022,17734,2,11.5
2021,5/2/2022,17735,6,17
2021,5/2/2022,17736,2,13
2021,5/2/2022,17741,1,17
2021,5/2/2022,17746,3,7
2021,5/2/2022,17747,1,12
2021,5/2/2022,17748,1,1.5
2021,5/2/2022,17745,10,3.5
2021,5/2/2022,17742,2,7.5
2021,5/2/2022,17743,4,43.5
2021,5/2/2022,17744,1,9
2021,5/3/2022,17779,1,39
2021,5/3/2022,17780,1,13
2021,5/3/2022,17778,2,67
2021,5/3/2022,17776,1,10
2021,5/3/2022,17777,1,17
2021,5/3/2022,17781,1,15.5
2021,5/3/2022,17785,3,12.5
2021,5/3/2022,17786,1,3
2021,5/3/2022,17784,3,17.5
2021,5/3/2022,17782,6,31.5
2021,5/3/2022,17783,3,51
2021,5/3/2022,17775,3,8
2021,5/3/2022,17767,3,2.4
2021,5/3/2022,17768,2,19.5
2021,5/3/2022,17766,1,5
2021,5/3/2022,17764,1,10
2021,5/3/2022,17765,1,10
2021,5/3/2022,17769,1,6
2021,5/3/2022,17773,1,1.5
2021,5/3/2022,17774,18,64.6
2021,5/3/2022,17772,1,5
2021,5/3/2022,17770,1,4
2021,5/3/2022,17771,5,12.6
2021,5/4/2022,17803,5,3
2021,5/4/2022,17804,1,6
2021,5/4/2022,17805,1,33
2021,5/4/2022,17800,6,63
2021,5/4/2022,17801,1,12
2021,5/4/2022,17802,2,12
2021,5/4/2022,17809,6,5
2021,5/4/2022,17810,1,2.3
2021,5/4/2022,17811,30,13.2
2021,5/4/2022,17806,10,18
2021,5/4/2022,17807,21,74.5
2021,5/4/2022,17808,3,27
2021,5/4/2022,17799,1,1.5
2021,5/4/2022,17790,1,1.5
2021,5/4/2022,17791,1,10
2021,5/4/2022,17792,1,2
2021,5/4/2022,17787,2,12.5
2021,5/4/2022,17788,2,5
2021,5/4/2022,17789,2,4.2
2021,5/4/2022,17796,1,22
2021,5/4/2022,17797,3,13.5
2021,5/4/2022,17798,3,32.5
2021,5/4/2022,17793,1,22
2021,5/4/2022,17794,1,44
2021,5/4/2022,17795,2,2
2021,5/5/2022,17827,9,41.5
2021,5/5/2022,17828,3,8.2
2021,5/5/2022,17829,2,8
2021,5/5/2022,17824,1,9
2021,5/5/2022,17825,50,71.5
2021,5/5/2022,17826,6,34.3
2021,5/5/2022,17833,2,4
2021,5/5/2022,17834,1,1
2021,5/5/2022,17835,2,11.5
2021,5/5/2022,17830,19,60.8
2021,5/5/2022,17831,6,5.5
2021,5/5/2022,17832,3,6.9
2021,5/5/2022,17815,1,25
2021,5/5/2022,17816,1,2
2021,5/5/2022,17817,2,24.5
2021,5/5/2022,17812,28,8.4
2021,5/5/2022,17813,3,28.5
2021,5/5/2022,17814,2,16.5
2021,5/5/2022,17821,2,22
2021,5/5/2022,17822,5,1
2021,5/5/2022,17823,1,5
2021,5/5/2022,17818,1,3
2021,5/5/2022,17819,1,22
2021,5/5/2022,17820,1,2
2021,5/6/2022,17848,1,9
2021,5/6/2022,17849,21,101.1
2021,5/6/2022,17846,2,31
2021,5/6/2022,17847,4,54
2021,5/6/2022,17850,3,13
2021,5/6/2022,17853,1,10
2021,5/6/2022,17854,1,2
2021,5/6/2022,17851,1,6
2021,5/6/2022,17852,1,10
2021,5/6/2022,17845,1,11
2021,5/6/2022,17838,1,5
2021,5/6/2022,17839,1,5
2021,5/6/2022,17836,1,20
2021,5/6/2022,17837,3,16.5
2021,5/6/2022,17840,2,22
2021,5/6/2022,17843,12,24
2021,5/6/2022,17844,1,1
2021,5/6/2022,17841,1,6.5
2021,5/6/2022,17842,2,3
2021,5/7/2022,17874,1,6.5
2021,5/7/2022,17875,2,38
2021,5/7/2022,17876,1,2
2021,5/7/2022,17873,2,54.5
2021,5/7/2022,17870,1,11
2021,5/7/2022,17871,1,22
2021,5/7/2022,17872,3,3
2021,5/7/2022,17877,3,24
2021,5/7/2022,17882,6,4.8
2021,5/7/2022,17883,1,2
2021,5/7/2022,17884,4,2.8
2021,5/7/2022,17881,4,8.1
2021,5/7/2022,17878,6,19
2021,5/7/2022,17879,1,7.5
2021,5/7/2022,17880,1,7.5
2021,5/7/2022,17859,2,4
2021,5/7/2022,17860,1,39
2021,5/7/2022,17861,6,12
2021,5/7/2022,17858,2,22
2021,5/7/2022,17855,1,13
2021,5/7/2022,17856,2,33
2021,5/7/2022,17857,3,3
2021,5/7/2022,17862,2,6
2021,5/7/2022,17867,12,9.6
2021,5/7/2022,17868,2,20
2021,5/7/2022,17869,1,9
2021,5/7/2022,17866,1,2
2021,5/7/2022,17863,1,5
2021,5/7/2022,17864,2,19.6
2021,5/7/2022,17865,2,75
2021,5/8/2022,17900,1,13
2021,5/8/2022,17901,1,11
2021,5/8/2022,17899,1,5
2021,5/8/2022,17897,1,19
2021,5/8/2022,17898,4,2
2021,5/8/2022,17902,1,10
2021,5/8/2022,17906,5,12
2021,5/8/2022,17907,1,11
2021,5/8/2022,17905,1,2
2021,5/8/2022,17903,2,15.5
2021,5/8/2022,17904,1,9
2021,5/8/2022,17896,1,2
2021,5/8/2022,17888,1,17
2021,5/8/2022,17889,1,3
2021,5/8/2022,17887,2,24
2021,5/8/2022,17885,1,10
2021,5/8/2022,17886,1,1.6
2021,5/8/2022,17890,1,1.5
2021,5/8/2022,17894,2,2
2021,5/8/2022,17895,2,6.8
2021,5/8/2022,17893,1,13
2021,5/8/2022,17891,1,6
2021,5/8/2022,17892,1,6
2021,5/9/2022,17931,2,29.5
2021,5/9/2022,17930,1,6
2021,5/9/2022,17933,4,16.4
2021,5/9/2022,17932,12,54.7
2021,5/9/2022,17927,2,10
2021,5/9/2022,17926,1,28
2021,5/9/2022,17929,3,73
2021,5/9/2022,17928,8,23.5
2021,5/9/2022,17934,6,5.2
2021,5/9/2022,17940,2,2
2021,5/9/2022,17939,4,16.5
2021,5/9/2022,17942,1,10
2021,5/9/2022,17941,2,43.5
2021,5/9/2022,17936,1,9
2021,5/9/2022,17935,3,4.5
2021,5/9/2022,17938,4,1.4
2021,5/9/2022,17937,1,9
2021,5/9/2022,17925,1,5
2021,5/9/2022,17913,1,10
2021,5/9/2022,17912,1,2
2021,5/9/2022,17915,1,1
2021,5/9/2022,17914,1,6
2021,5/9/2022,17909,4,3.4
2021,5/9/2022,17908,4,22
2021,5/9/2022,17911,2,54
2021,5/9/2022,17910,1,7
2021,5/9/2022,17916,1,1.5
2021,5/9/2022,17922,2,22.5
2021,5/9/2022,17921,1,4
2021,5/9/2022,17924,2,33
2021,5/9/2022,17923,5,8.2
2021,5/9/2022,17918,2,2.8
2021,5/9/2022,17917,3,2.3
2021,5/9/2022,17920,2,11
2021,5/9/2022,17919,4,8
2021,5/10/2022,17954,1,2
2021,5/10/2022,17955,4,40.5
2021,5/10/2022,17952,2,2
2021,5/10/2022,17953,18,32.5
2021,5/10/2022,17958,1,1
2021,5/10/2022,17959,2,10
2021,5/10/2022,17956,1,7
2021,5/10/2022,17957,1,2
2021,5/10/2022,17951,8,136.5
2021,5/10/2022,17945,1,22
2021,5/10/2022,17946,4,19
2021,5/10/2022,17943,1,2.5
2021,5/10/2022,17944,1,2
2021,5/10/2022,17949,3,3.2
2021,5/10/2022,17950,12,137.2
2021,5/10/2022,17947,3,14.5
2021,5/10/2022,17948,10,29.9
2021,5/11/2022,17967,2,7
2021,5/11/2022,17966,7,45
2021,5/11/2022,17968,2,2
2021,5/11/2022,17970,1,6
2021,5/11/2022,17969,15,91.9
2021,5/11/2022,17965,1,15.5
2021,5/11/2022,17961,5,30
2021,5/11/2022,17960,28,13.3
2021,5/11/2022,17962,1,2
2021,5/11/2022,17964,1,9
2021,5/11/2022,17963,2,2
2021,5/12/2022,17985,1,6
2021,5/12/2022,17986,4,17
2021,5/12/2022,17984,2,1.4
2021,5/12/2022,17982,2,14.5
2021,5/12/2022,17983,20,8
2021,5/12/2022,17987,1,9.5
2021,5/12/2022,17991,1,7.5
2021,5/12/2022,17992,3,2.2
2021,5/12/2022,17990,6,37.6
2021,5/12/2022,17988,2,3
2021,5/12/2022,17989,1,1.5
2021,5/12/2022,17974,1,6
2021,5/12/2022,17975,3,3
2021,5/12/2022,17973,1,4
2021,5/12/2022,17971,8,15.5
2021,5/12/2022,17972,4,26.5
2021,5/12/2022,17976,2,12
2021,5/12/2022,17980,1,31
2021,5/12/2022,17981,5,5
2021,5/12/2022,17979,2,58
2021,5/12/2022,17977,2,4
2021,5/12/2022,17978,10,19.1
2021,5/13/2022,18004,3,58.5
2021,5/13/2022,18005,36,110.5
2021,5/13/2022,18002,6,11
2021,5/13/2022,18003,3,36.5
2021,5/13/2022,18008,2,24
2021,5/13/2022,18009,2,18
2021,5/13/2022,18006,1,3.5
2021,5/13/2022,18007,4,34
2021,5/13/2022,18001,1,1.5
2021,5/13/2022,17995,1,8.2
2021,5/13/2022,17996,1,11
2021,5/13/2022,17993,3,3
2021,5/13/2022,17994,3,4.4
2021,5/13/2022,17999,1,9.5
2021,5/13/2022,18000,8,39.3
2021,5/13/2022,17997,2,8.5
2021,5/13/2022,17998,8,10.4
2021,5/14/2022,18025,4,26
2021,5/14/2022,18026,1,1.5
2021,5/14/2022,18024,1,1
2021,5/14/2022,18022,1,14
2021,5/14/2022,18023,1,7
2021,5/14/2022,18027,7,16
2021,5/14/2022,18031,2,23
2021,5/14/2022,18032,28,56
2021,5/14/2022,18030,1,10
2021,5/14/2022,18028,5,6
2021,5/14/2022,18029,2,3
2021,5/14/2022,18021,3,25.4
2021,5/14/2022,18013,1,4
2021,5/14/2022,18014,2,44
2021,5/14/2022,18012,1,1
2021,5/14/2022,18010,2,10
2021,5/14/2022,18011,1,6
2021,5/14/2022,18015,2,14
2021,5/14/2022,18019,3,3.6
2021,5/14/2022,18020,2,14
2021,5/14/2022,18018,2,28
2021,5/14/2022,18016,4,19
2021,5/14/2022,18017,2,2
2021,5/15/2022,18044,1,2
2021,5/15/2022,18045,1,2
2021,5/15/2022,18042,1,6
2021,5/15/2022,18043,2,33
2021,5/15/2022,18048,2,7
2021,5/15/2022,18049,2,25
2021,5/15/2022,18046,1,7
2021,5/15/2022,18047,3,42
2021,5/15/2022,18041,2,13
2021,5/15/2022,18035,1,2.5
2021,5/15/2022,18036,2,20.5
2021,5/15/2022,18033,6,59
2021,5/15/2022,18034,1,2.5
2021,5/15/2022,18039,6,49.5
2021,5/15/2022,18040,1,20
2021,5/15/2022,18037,2,28
2021,5/15/2022,18038,1,58
2021,5/16/2022,18064,3,38
2021,5/16/2022,18065,2,25.5
2021,5/16/2022,18063,2,3
2021,5/16/2022,18061,5,6.5
2021,5/16/2022,18062,8,11.8
2021,5/16/2022,18066,2,10
2021,5/16/2022,18070,4,14.5
2021,5/16/2022,18071,27,67.5
2021,5/16/2022,18069,4,44
2021,5/16/2022,18067,65,95.6
2021,5/16/2022,18068,2,26
2021,5/16/2022,18053,2,22.7
2021,5/16/2022,18054,1,10
2021,5/16/2022,18052,1,7
2021,5/16/2022,18050,1,10
2021,5/16/2022,18051,1,8.5
2021,5/16/2022,18055,1,1.5
2021,5/16/2022,18059,3,31.5
2021,5/16/2022,18060,1,3.5
2021,5/16/2022,18058,3,44
2021,5/16/2022,18056,1,12
2021,5/16/2022,18057,2,5.5
2021,5/17/2022,18083,4,14.5
2021,5/17/2022,18084,2,16.5
2021,5/17/2022,18081,4,26.5
2021,5/17/2022,18082,1,7
2021,5/17/2022,18087,7,5.5
2021,5/17/2022,18088,1,6.5
2021,5/17/2022,18085,5,47
2021,5/17/2022,18086,2,5
2021,5/17/2022,18080,4,44.5
2021,5/17/2022,18074,10,7
2021,5/17/2022,18075,1,19
2021,5/17/2022,18072,3,3
2021,5/17/2022,18073,11,52
2021,5/17/2022,18078,10,4
2021,5/17/2022,18079,1,6
2021,5/17/2022,18076,2,6.4
2021,5/17/2022,18077,1,9
2021,5/18/2022,18106,1,50
2021,5/18/2022,18107,5,10
2021,5/18/2022,18108,3,34
2021,5/18/2022,18103,3,76
2021,5/18/2022,18104,3,15.1
2021,5/18/2022,18105,1,2.5
2021,5/18/2022,18109,2,27
2021,5/18/2022,18113,2,25
2021,5/18/2022,18114,1,10
2021,5/18/2022,18115,1,1.5
2021,5/18/2022,18110,14,55.7
2021,5/18/2022,18111,1,2.5
2021,5/18/2022,18112,3,29
2021,5/18/2022,18102,1,11
2021,5/18/2022,18092,2,12
2021,5/18/2022,18093,1,11.5
2021,5/18/2022,18094,1,6
2021,5/18/2022,18089,3,8
2021,5/18/2022,18090,1,3.5
2021,5/18/2022,18091,2,24.5
2021,5/18/2022,18095,1,1.5
2021,5/18/2022,18099,6,52.8
2021,5/18/2022,18100,3,29
2021,5/18/2022,18101,4,7.6
2021,5/18/2022,18096,1,2
2021,5/18/2022,18097,1,1.5
2021,5/18/2022,18098,2,9.5
2021,5/19/2022,18128,5,53.5
2021,5/19/2022,18129,2,14.5
2021,5/19/2022,18126,9,33.5
2021,5/19/2022,18127,3,82
2021,5/19/2022,18130,2,11
2021,5/19/2022,18133,1,2.5
2021,5/19/2022,18134,1,6.5
2021,5/19/2022,18131,1,20
2021,5/19/2022,18132,2,4.5
2021,5/19/2022,18125,2,12.5
2021,5/19/2022,18118,10,6.5
2021,5/19/2022,18119,1,2.5
2021,5/19/2022,18116,8,14.9
2021,5/19/2022,18117,1,0.8
2021,5/19/2022,18120,1,1.5
2021,5/19/2022,18123,1,15
2021,5/19/2022,18124,1,2.3
2021,5/19/2022,18121,2,4.6
2021,5/19/2022,18122,11,68
2021,5/20/2022,18150,1,14.5
2021,5/20/2022,18151,1,18
2021,5/20/2022,18149,19,125.5
2021,5/20/2022,18147,2,4.5
2021,5/20/2022,18148,41,45
2021,5/20/2022,18152,2,9.5
2021,5/20/2022,18156,1,40
2021,5/20/2022,18157,1,4
2021,5/20/2022,18155,5,42.5
2021,5/20/2022,18153,15,18.5
2021,5/20/2022,18154,1,2.5
2021,5/20/2022,18146,4,49
2021,5/20/2022,18138,1,9
2021,5/20/2022,18139,1,27
2021,5/20/2022,18137,3,38
2021,5/20/2022,18135,16,60
2021,5/20/2022,18136,5,11.4
2021,5/20/2022,18140,1,12
2021,5/20/2022,18144,2,30
2021,5/20/2022,18145,1,16
2021,5/20/2022,18143,1,5
2021,5/20/2022,18141,1,2.5
2021,5/20/2022,18142,1,38
2021,5/21/2022,18169,2,1.2
2021,5/21/2022,18170,1,3
2021,5/21/2022,18167,1,15
2021,5/21/2022,18168,1,2.5
2021,5/21/2022,18171,1,10
2021,5/21/2022,18174,1,1
2021,5/21/2022,18175,1,4
2021,5/21/2022,18172,1,1.5
2021,5/21/2022,18173,1,6
2021,5/21/2022,18160,3,13
2021,5/21/2022,18161,4,4.9
2021,5/21/2022,18158,2,2
2021,5/21/2022,18159,1,10
2021,5/21/2022,18162,1,10
2021,5/21/2022,18165,1,30
2021,5/21/2022,18166,2,3
2021,5/21/2022,18163,1,12
2021,5/21/2022,18164,1,22
2021,5/22/2022,18185,2,5
2021,5/22/2022,18184,1,5
2021,5/22/2022,18183,1,3.5
2021,5/22/2022,18186,4,4.3
2021,5/22/2022,18189,9,34.5
2021,5/22/2022,18188,1,10
2021,5/22/2022,18187,2,29
2021,5/22/2022,18178,4,49.5
2021,5/22/2022,18177,2,13.5
2021,5/22/2022,18176,6,74.5
2021,5/22/2022,18179,1,2
2021,5/22/2022,18182,3,4.5
2021,5/22/2022,18181,1,22
2021,5/22/2022,18180,2,60
2021,5/23/2022,18205,7,30.5
2021,5/23/2022,18206,7,29.4
2021,5/23/2022,18207,1,3.5
2021,5/23/2022,18202,1,125
2021,5/23/2022,18203,4,2
2021,5/23/2022,18204,6,4.2
2021,5/23/2022,18211,1,8.5
2021,5/23/2022,18212,4,2.6
2021,5/23/2022,18213,5,64
2021,5/23/2022,18208,2,13.5
2021,5/23/2022,18209,1,1.5
2021,5/23/2022,18210,1,14
2021,5/23/2022,18193,2,1.4
2021,5/23/2022,18194,4,2.8
2021,5/23/2022,18195,3,27
2021,5/23/2022,18190,1,12
2021,5/23/2022,18191,1,1.5
2021,5/23/2022,18192,5,63
2021,5/23/2022,18199,7,19.3
2021,5/23/2022,18200,7,24.1
2021,5/23/2022,18201,3,80
2021,5/23/2022,18196,2,40
2021,5/23/2022,18197,2,14
2021,5/23/2022,18198,21,105.8
2021,5/24/2022,18229,3,2.1
2021,5/24/2022,18230,3,16.5
2021,5/24/2022,18228,4,27.5
2021,5/24/2022,18226,7,47
2021,5/24/2022,18227,1,13
2021,5/24/2022,18231,5,6.5
2021,5/24/2022,18235,2,35.5
2021,5/24/2022,18236,1,20
2021,5/24/2022,18234,2,1.6
2021,5/24/2022,18232,1,3
2021,5/24/2022,18233,1,2.5
2021,5/24/2022,18225,1,15
2021,5/24/2022,18217,1,1
2021,5/24/2022,18218,1,2.5
2021,5/24/2022,18216,2,4
2021,5/24/2022,18214,1,6.5
2021,5/24/2022,18215,2,85.5
2021,5/24/2022,18219,1,2.5
2021,5/24/2022,18223,1,2.5
2021,5/24/2022,18224,9,51
2021,5/24/2022,18222,2,10
2021,5/24/2022,18220,2,3
2021,5/24/2022,18221,1,6
2021,5/25/2022,18251,4,5.45
2021,5/25/2022,18252,1,0.8
2021,5/25/2022,18250,1,15
2021,5/25/2022,18248,7,83.5
2021,5/25/2022,18249,18,19.6
2021,5/25/2022,18256,1,21
2021,5/25/2022,18257,1,5
2021,5/25/2022,18255,1,6
2021,5/25/2022,18253,12,26
2021,5/25/2022,18254,1,11.5
2021,5/25/2022,18247,1,2.5
2021,5/25/2022,18240,1,6
2021,5/25/2022,18241,1,0.6
2021,5/25/2022,18239,1,27.5
2021,5/25/2022,18237,1,15.5
2021,5/25/2022,18238,1,0.7
2021,5/25/2022,18245,1,29
2021,5/25/2022,18246,6,21
2021,5/25/2022,18244,1,8.5
2021,5/25/2022,18242,2,103
2021,5/25/2022,18243,2,20
2021,5/26/2022,18281,3,50
2021,5/26/2022,18280,8,77
2021,5/26/2022,18283,10,7.5
2021,5/26/2022,18282,4,38.5
2021,5/26/2022,18277,1,9.5
2021,5/26/2022,18276,2,34.5
2021,5/26/2022,18279,1,53
2021,5/26/2022,18278,2,17
2021,5/26/2022,18284,2,7
2021,5/26/2022,18290,4,3.1
2021,5/26/2022,18289,1,3.5
2021,5/26/2022,18292,3,1.5
2021,5/26/2022,18291,1,6
2021,5/26/2022,18286,1,9.5
2021,5/26/2022,18285,12,25
2021,5/26/2022,18288,1,20
2021,5/26/2022,18287,4,25.9
2021,5/26/2022,18275,1,22
2021,5/26/2022,18263,1,2.5
2021,5/26/2022,18262,2,1
2021,5/26/2022,18265,1,10
2021,5/26/2022,18264,7,51
2021,5/26/2022,18259,1,2.5
2021,5/26/2022,18258,4,14
2021,5/26/2022,18261,3,11.8
2021,5/26/2022,18260,3,4.5
2021,5/26/2022,18266,2,5.5
2021,5/26/2022,18272,2,18
2021,5/26/2022,18271,1,3.5
2021,5/26/2022,18274,4,4.9
2021,5/26/2022,18273,1,8.5
2021,5/26/2022,18268,16,6.8
2021,5/26/2022,18267,2,8
2021,5/26/2022,18270,4,32
2021,5/26/2022,18269,1,21
2021,5/27/2022,18308,1,14.5
2021,5/27/2022,18309,2,4
2021,5/27/2022,18310,4,17.5
2021,5/27/2022,18305,6,37.5
2021,5/27/2022,18306,1,30
2021,5/27/2022,18307,2,8
2021,5/27/2022,18314,1,10
2021,5/27/2022,18315,2,19
2021,5/27/2022,18316,2,9.5
2021,5/27/2022,18311,2,2
2021,5/27/2022,18312,1,12
2021,5/27/2022,18313,1,5
2021,5/27/2022,18296,12,19
2021,5/27/2022,18297,1,2.5
2021,5/27/2022,18298,1,2
2021,5/27/2022,18293,2,17.5
2021,5/27/2022,18294,1,7.5
2021,5/27/2022,18295,3,4.6
2021,5/27/2022,18302,3,7
2021,5/27/2022,18303,1,1
2021,5/27/2022,18304,1,9
2021,5/27/2022,18299,5,32.8
2021,5/27/2022,18300,1,10
2021,5/27/2022,18301,1,7
2021,5/28/2022,18326,12,9.6
2021,5/28/2022,18325,5,20
2021,5/28/2022,18324,7,14.4
2021,5/28/2022,18327,2,2
2021,5/28/2022,18330,41,12.5
2021,5/28/2022,18329,1,25
2021,5/28/2022,18328,12,38
2021,5/28/2022,18319,5,53
2021,5/28/2022,18318,2,8.5
2021,5/28/2022,18317,4,23.5
2021,5/28/2022,18320,5,18.5
2021,5/28/2022,18323,1,3
2021,5/28/2022,18322,9,50.8
2021,5/28/2022,18321,4,14.7
2021,5/29/2022,18334,1,27
2021,5/29/2022,18335,1,2.5
2021,5/29/2022,18333,10,85
2021,5/29/2022,18331,2,18
2021,5/29/2022,18332,16,99.5
2021,5/30/2022,18353,3,87
2021,5/30/2022,18354,1,17
2021,5/30/2022,18355,1,22
2021,5/30/2022,18350,1,4
2021,5/30/2022,18351,6,32.7
2021,5/30/2022,18352,3,2.4
2021,5/30/2022,18356,1,8.5
2021,5/30/2022,18360,2,44.5
2021,5/30/2022,18361,2,16.5
2021,5/30/2022,18362,1,24
2021,5/30/2022,18357,2,2
2021,5/30/2022,18358,5,10
2021,5/30/2022,18359,7,56
2021,5/30/2022,18349,3,15.5
2021,5/30/2022,18339,1,1
2021,5/30/2022,18340,1,1
2021,5/30/2022,18341,4,11.6
2021,5/30/2022,18336,3,19
2021,5/30/2022,18337,2,2
2021,5/30/2022,18338,1,2.5
2021,5/30/2022,18342,1,6
2021,5/30/2022,18346,1,4
2021,5/30/2022,18347,1,5
2021,5/30/2022,18348,1,2.5
2021,5/30/2022,18343,1,3.5
2021,5/30/2022,18344,2,1.4
2021,5/30/2022,18345,1,3.5
2021,5/31/2022,18377,3,3.5
2021,5/31/2022,18378,1,30
2021,5/31/2022,18376,1,6
2021,5/31/2022,18374,1,1.5
2021,5/31/2022,18375,1,7
2021,5/31/2022,18382,1,2
2021,5/31/2022,18383,5,14
2021,5/31/2022,18381,1,5
2021,5/31/2022,18379,3,15.1
2021,5/31/2022,18380,1,2.5
2021,5/31/2022,18373,2,1.2
2021,5/31/2022,18366,1,2
2021,5/31/2022,18367,1,5
2021,5/31/2022,18365,1,2.5
2021,5/31/2022,18363,3,27
2021,5/31/2022,18364,1,1
2021,5/31/2022,18371,1,12
2021,5/31/2022,18372,1,6
2021,5/31/2022,18370,1,12
2021,5/31/2022,18368,1,6
2021,5/31/2022,18369,3,2.4
