year,Date,transactions,Qty Sold,Revenue
2021,2/14/2022,16191,2,4
2021,2/14/2022,16188,2,2
2021,2/14/2022,16189,1,14.5
2021,2/14/2022,16182,1,1.7
2021,2/14/2022,16175,1,1
2021,2/14/2022,16176,15,21
2021,2/14/2022,16173,2,4
2021,2/14/2022,16174,1,7
2021,2/14/2022,16177,2,28.5
2021,2/14/2022,16180,2,4
2021,2/14/2022,16181,2,3.4
2021,2/14/2022,16178,1,22.5
2021,2/14/2022,16179,1,1
2021,2/15/2022,16202,1,2.7
2021,2/15/2022,16201,5,13.9
2021,2/15/2022,16200,32,77.2
2021,2/15/2022,16203,2,8.5
2021,2/15/2022,16206,2,16.5
2021,2/15/2022,16205,2,36.5
2021,2/15/2022,16204,56,140.85
2021,2/15/2022,16199,1,21
2021,2/15/2022,16194,1,9
2021,2/15/2022,16193,10,5
2021,2/15/2022,16192,20,3
2021,2/15/2022,16195,2,1.2
2021,2/15/2022,16198,2,24.5
2021,2/15/2022,16197,20,14
2021,2/15/2022,16196,1,2
2021,2/16/2022,16227,2,7
2021,2/16/2022,16228,2,31
2021,2/16/2022,16229,1,11
2021,2/16/2022,16226,2,2.3
2021,2/16/2022,16223,3,13.1
2021,2/16/2022,16224,3,49
2021,2/16/2022,16225,2,72
2021,2/16/2022,16230,2,3.6
2021,2/16/2022,16235,16,7.25
2021,2/16/2022,16236,1,5
2021,2/16/2022,16237,1,10
2021,2/16/2022,16234,1,4
2021,2/16/2022,16231,1,47
2021,2/16/2022,16232,20,53.6
2021,2/16/2022,16233,2,12
2021,2/16/2022,16222,4,3.8
2021,2/16/2022,16211,10,5
2021,2/16/2022,16212,2,5
2021,2/16/2022,16213,3,1.8
2021,2/16/2022,16210,1,3.5
2021,2/16/2022,16207,23,81.5
2021,2/16/2022,16208,2,4.8
2021,2/16/2022,16209,10,5
2021,2/16/2022,16214,1,1.7
2021,2/16/2022,16219,1,13
2021,2/16/2022,16220,2,13
2021,2/16/2022,16221,2,9
2021,2/16/2022,16218,2,3.6
2021,2/16/2022,16215,20,4
2021,2/16/2022,16216,1,2
2021,2/16/2022,16217,1,8.5
2021,2/17/2022,16253,8,29.5
2021,2/17/2022,16254,6,27.8
2021,2/17/2022,16255,2,32.5
2021,2/17/2022,16250,1,9
2021,2/17/2022,16251,21,16
2021,2/17/2022,16252,3,9
2021,2/17/2022,16259,2,12
2021,2/17/2022,16260,3,6.2
2021,2/17/2022,16261,2,4
2021,2/17/2022,16256,1,2
2021,2/17/2022,16257,7,36
2021,2/17/2022,16258,2,33
2021,2/17/2022,16241,1,2.3
2021,2/17/2022,16242,1,22.5
2021,2/17/2022,16243,75,92.71
2021,2/17/2022,16238,1,2
2021,2/17/2022,16239,1,1
2021,2/17/2022,16240,2,2
2021,2/17/2022,16247,1,1
2021,2/17/2022,16248,1,6.5
2021,2/17/2022,16249,2,1.6
2021,2/17/2022,16244,1,19
2021,2/17/2022,16245,20,20.2
2021,2/17/2022,16246,1,1.7
2021,2/18/2022,16277,4,40
2021,2/18/2022,16278,7,16
2021,2/18/2022,16276,1,6.5
2021,2/18/2022,16274,4,22.2
2021,2/18/2022,16275,1,12
2021,2/18/2022,16279,2,2.7
2021,2/18/2022,16283,2,15.5
2021,2/18/2022,16284,2,9
2021,2/18/2022,16282,1,21
2021,2/18/2022,16280,17,23.5
2021,2/18/2022,16281,2,2
2021,2/18/2022,16273,6,69.7
2021,2/18/2022,16265,1,12
2021,2/18/2022,16266,2,2
2021,2/18/2022,16264,4,32
2021,2/18/2022,16262,4,4
2021,2/18/2022,16263,5,6.5
2021,2/18/2022,16267,15,5.25
2021,2/18/2022,16271,1,4
2021,2/18/2022,16272,3,5.5
2021,2/18/2022,16270,2,4
2021,2/18/2022,16268,14,28.8
2021,2/18/2022,16269,2,3.5
2021,2/19/2022,16301,1,4
2021,2/19/2022,16302,4,50.6
2021,2/19/2022,16303,2,1.2
2021,2/19/2022,16298,1,18
2021,2/19/2022,16299,11,38
2021,2/19/2022,16300,1,10
2021,2/19/2022,16307,3,61
2021,2/19/2022,16308,22,7
2021,2/19/2022,16309,5,38.5
2021,2/19/2022,16304,3,105
2021,2/19/2022,16305,1,17
2021,2/19/2022,16306,5,23.5
2021,2/19/2022,16297,2,2
2021,2/19/2022,16288,1,14.5
2021,2/19/2022,16289,3,12
2021,2/19/2022,16290,1,63
2021,2/19/2022,16285,2,69
2021,2/19/2022,16286,1,14.5
2021,2/19/2022,16287,1,47
2021,2/19/2022,16294,4,105
2021,2/19/2022,16295,21,14
2021,2/19/2022,16296,3,28
2021,2/19/2022,16291,2,44
2021,2/19/2022,16292,31,41.1
2021,2/19/2022,16293,2,12.5
2021,2/20/2022,16316,15,138.4
2021,2/20/2022,16315,6,12.9
2021,2/20/2022,16318,1,12
2021,2/20/2022,16317,6,21.7
2021,2/20/2022,16314,2,4
2021,2/20/2022,16311,4,2.4
2021,2/20/2022,16310,4,109
2021,2/20/2022,16313,1,38
2021,2/20/2022,16312,4,51.5
2021,2/21/2022,16332,1,2
2021,2/21/2022,16333,4,24.5
2021,2/21/2022,16331,30,78.9
2021,2/21/2022,16329,3,65.5
2021,2/21/2022,16330,1,2
2021,2/21/2022,16337,1,30
2021,2/21/2022,16338,3,10.2
2021,2/21/2022,16336,1,9
2021,2/21/2022,16334,4,12.6
2021,2/21/2022,16335,1,2
2021,2/21/2022,16322,3,6
2021,2/21/2022,16323,1,1
2021,2/21/2022,16321,6,2.2
2021,2/21/2022,16319,1,1
2021,2/21/2022,16320,1,22
2021,2/21/2022,16327,5,51
2021,2/21/2022,16328,1,32
2021,2/21/2022,16326,12,39
2021,2/21/2022,16324,1,18
2021,2/21/2022,16325,2,35
2021,2/22/2022,16353,18,55.2
2021,2/22/2022,16354,2,2
2021,2/22/2022,16352,17,37.1
2021,2/22/2022,16350,1,3
2021,2/22/2022,16351,9,33.3
2021,2/22/2022,16358,1,4
2021,2/22/2022,16359,1,9
2021,2/22/2022,16357,15,77.9
2021,2/22/2022,16355,2,8.5
2021,2/22/2022,16356,1,2
2021,2/22/2022,16349,34,77
2021,2/22/2022,16342,1,10
2021,2/22/2022,16343,3,69.3
2021,2/22/2022,16341,3,4.5
2021,2/22/2022,16339,21,34
2021,2/22/2022,16340,2,4
2021,2/22/2022,16347,1,10
2021,2/22/2022,16348,1,1.7
2021,2/22/2022,16346,1,1
2021,2/22/2022,16344,1,6
2021,2/22/2022,16345,1,2
2021,2/23/2022,16371,2,10.5
2021,2/23/2022,16372,1,2
2021,2/23/2022,16369,1,72
2021,2/23/2022,16370,3,3.2
2021,2/23/2022,16373,15,5.25
2021,2/23/2022,16376,1,3
2021,2/23/2022,16377,1,9
2021,2/23/2022,16374,11,87.2
2021,2/23/2022,16375,2,5
2021,2/23/2022,16362,4,8.4
2021,2/23/2022,16363,2,3.7
2021,2/23/2022,16360,23,29
2021,2/23/2022,16361,5,6.5
2021,2/23/2022,16364,1,17
2021,2/23/2022,16367,20,18.75
2021,2/23/2022,16368,11,11
2021,2/23/2022,16365,4,91
2021,2/23/2022,16366,1,2
2021,2/24/2022,16389,2,7
2021,2/24/2022,16390,2,12
2021,2/24/2022,16387,2,1.2
2021,2/24/2022,16388,1,3.5
2021,2/24/2022,16391,2,84.3
2021,2/24/2022,16394,2,6
2021,2/24/2022,16395,5,7.3
2021,2/24/2022,16392,2,4
2021,2/24/2022,16393,3,4.4
2021,2/24/2022,16380,2,12
2021,2/24/2022,16381,1,9
2021,2/24/2022,16378,1,4
2021,2/24/2022,16379,1,8.5
2021,2/24/2022,16382,20,30
2021,2/24/2022,16385,10,8
2021,2/24/2022,16386,2,20
2021,2/24/2022,16383,1,17
2021,2/24/2022,16384,5,25
2021,2/25/2022,16415,10,27
2021,2/25/2022,16416,1,3.5
2021,2/25/2022,16417,1,2.3
2021,2/25/2022,16414,1,13.5
2021,2/25/2022,16411,10,15
2021,2/25/2022,16412,4,7.4
2021,2/25/2022,16413,1,2.5
2021,2/25/2022,16422,1,0.6
2021,2/25/2022,16423,2,1.2
2021,2/25/2022,16424,1,34
2021,2/25/2022,16421,1,11
2021,2/25/2022,16418,3,19
2021,2/25/2022,16419,1,2
2021,2/25/2022,16420,1,4
2021,2/25/2022,16410,2,26.5
2021,2/25/2022,16400,7,2.1
2021,2/25/2022,16401,1,10
2021,2/25/2022,16402,2,2
2021,2/25/2022,16399,2,1.2
2021,2/25/2022,16396,4,50.5
2021,2/25/2022,16397,27,30.7
2021,2/25/2022,16398,2,17
2021,2/25/2022,16407,1,2.5
2021,2/25/2022,16408,1,10
2021,2/25/2022,16409,1,10
2021,2/25/2022,16406,2,5.5
2021,2/25/2022,16403,1,2.5
2021,2/25/2022,16404,1,10
2021,2/25/2022,16405,1,1
2021,2/26/2022,16440,3,13.5
2021,2/26/2022,16441,3,36.5
2021,2/26/2022,16442,1,2
2021,2/26/2022,16437,1,6.5
2021,2/26/2022,16438,2,4.6
2021,2/26/2022,16439,1,4
2021,2/26/2022,16446,3,6
2021,2/26/2022,16447,1,11
2021,2/26/2022,16448,2,2
2021,2/26/2022,16443,2,11
2021,2/26/2022,16444,1,2.3
2021,2/26/2022,16445,2,14
2021,2/26/2022,16428,19,11.55
2021,2/26/2022,16429,1,2
2021,2/26/2022,16430,10,27
2021,2/26/2022,16425,12,62.5
2021,2/26/2022,16426,2,5
2021,2/26/2022,16427,1,13
2021,2/26/2022,16434,1,2
2021,2/26/2022,16435,2,5.5
2021,2/26/2022,16436,2,36
2021,2/26/2022,16431,4,142
2021,2/26/2022,16432,2,30
2021,2/26/2022,16433,1,9
2021,2/27/2022,16457,1,11
2021,2/27/2022,16456,2,30
2021,2/27/2022,16455,2,2.6
2021,2/27/2022,16460,1,1.7
2021,2/27/2022,16459,1,3.5
2021,2/27/2022,16458,1,2
2021,2/27/2022,16451,1,2
2021,2/27/2022,16450,3,7.6
2021,2/27/2022,16449,2,47
2021,2/27/2022,16454,1,6.5
2021,2/27/2022,16453,1,8.5
2021,2/27/2022,16452,1,4
2021,2/28/2022,16469,1,31
2021,2/28/2022,16468,1,10
2021,2/28/2022,16467,1,0.6
2021,2/28/2022,16472,13,35.5
2021,2/28/2022,16471,2,95
2021,2/28/2022,16470,1,8.5
2021,2/28/2022,16463,10,11.5
2021,2/28/2022,16462,1,3.5
2021,2/28/2022,16461,1,1
2021,2/28/2022,16466,1,2
2021,2/28/2022,16465,1,16
2021,2/28/2022,16464,1,19
2021,3/2/2022,16479,22,30.6
2021,3/2/2022,16478,15,92.9
2021,3/2/2022,16481,5,5
2021,3/2/2022,16480,1,15.5
2021,3/2/2022,16477,45,109.1
2021,3/2/2022,16474,49,187.7
2021,3/2/2022,16473,58,130.05
2021,3/2/2022,16476,32,146.3
2021,3/2/2022,16475,21,130.8
2021,3/3/2022,16490,23,9.7
2021,3/3/2022,16489,4,8
2021,3/3/2022,16488,1,47
2021,3/3/2022,16493,22,140.2
2021,3/3/2022,16492,3,3.2
2021,3/3/2022,16491,1,77
2021,3/3/2022,16484,3,5.1
2021,3/3/2022,16483,1,11
2021,3/3/2022,16482,3,1.8
2021,3/3/2022,16487,15,69.6
2021,3/3/2022,16486,28,11.2
2021,3/3/2022,16485,1,15.5
2021,3/4/2022,16494,14,104.6
2021,3/5/2022,16509,1,10
2021,3/5/2022,16510,2,25.5
2021,3/5/2022,16508,3,3.6
2021,3/5/2022,16506,1,22
2021,3/5/2022,16507,2,23
2021,3/5/2022,16514,1,3
2021,3/5/2022,16515,1,3
2021,3/5/2022,16513,2,13.5
2021,3/5/2022,16511,1,2
2021,3/5/2022,16512,3,7
2021,3/5/2022,16505,5,72
2021,3/5/2022,16498,1,2
2021,3/5/2022,16499,2,42
2021,3/5/2022,16497,1,7.5
2021,3/5/2022,16495,3,6
2021,3/5/2022,16496,1,1.5
2021,3/5/2022,16503,2,16.2
2021,3/5/2022,16504,1,20
2021,3/5/2022,16502,4,5.1
2021,3/5/2022,16500,1,2
2021,3/5/2022,16501,2,31
2021,3/6/2022,16522,18,62.9
2021,3/6/2022,16521,5,8
2021,3/6/2022,16523,1,10
2021,3/6/2022,16525,2,4
2021,3/6/2022,16524,3,7.6
2021,3/6/2022,16517,2,2.6
2021,3/6/2022,16516,4,14
2021,3/6/2022,16518,1,10
2021,3/6/2022,16520,2,3
2021,3/6/2022,16519,1,34
2021,3/7/2022,16545,20,14
2021,3/7/2022,16546,20,54
2021,3/7/2022,16547,2,18
2021,3/7/2022,16544,3,11
2021,3/7/2022,16541,1,10
2021,3/7/2022,16542,2,15
2021,3/7/2022,16543,2,23
2021,3/7/2022,16548,3,6
2021,3/7/2022,16553,1,2
2021,3/7/2022,16554,1,19
2021,3/7/2022,16555,1,4.5
2021,3/7/2022,16552,1,4
2021,3/7/2022,16549,13,21.8
2021,3/7/2022,16550,12,16.8
2021,3/7/2022,16551,2,0.6
2021,3/7/2022,16530,1,6
2021,3/7/2022,16531,20,14
2021,3/7/2022,16532,2,12
2021,3/7/2022,16529,7,170.6
2021,3/7/2022,16526,22,26.5
2021,3/7/2022,16527,4,12
2021,3/7/2022,16528,1,10
2021,3/7/2022,16533,1,2
2021,3/7/2022,16538,2,1.6
2021,3/7/2022,16539,2,1.2
2021,3/7/2022,16540,1,21
2021,3/7/2022,16537,1,1.5
2021,3/7/2022,16534,10,15
2021,3/7/2022,16535,1,30
2021,3/7/2022,16536,1,12
2021,3/8/2022,16570,2,21
2021,3/8/2022,16571,4,3.8
2021,3/8/2022,16569,2,13
2021,3/8/2022,16567,1,2
2021,3/8/2022,16568,2,13.5
2021,3/8/2022,16572,1,9
2021,3/8/2022,16576,1,2
2021,3/8/2022,16577,1,1
2021,3/8/2022,16575,2,4
2021,3/8/2022,16573,3,15
2021,3/8/2022,16574,8,35.5
2021,3/8/2022,16559,1,1.5
2021,3/8/2022,16560,1,1.5
2021,3/8/2022,16558,2,1.2
2021,3/8/2022,16556,4,92.5
2021,3/8/2022,16557,1,13
2021,3/8/2022,16561,2,12
2021,3/8/2022,16565,1,22.5
2021,3/8/2022,16566,1,1.5
2021,3/8/2022,16564,1,1
2021,3/8/2022,16562,7,20.5
2021,3/8/2022,16563,1,4
2021,3/9/2022,16594,5,62.5
2021,3/9/2022,16595,2,31
2021,3/9/2022,16596,1,21
2021,3/9/2022,16591,1,2.5
2021,3/9/2022,16592,1,49
2021,3/9/2022,16593,3,9.4
2021,3/9/2022,16597,1,1.7
2021,3/9/2022,16601,1,1.6
2021,3/9/2022,16602,1,1
2021,3/9/2022,16603,4,19.5
2021,3/9/2022,16598,1,2
2021,3/9/2022,16599,1,6.5
2021,3/9/2022,16600,1,3.5
2021,3/9/2022,16581,1,18
2021,3/9/2022,16582,2,1.2
2021,3/9/2022,16583,1,3.5
2021,3/9/2022,16578,1,2
2021,3/9/2022,16579,1,6.5
2021,3/9/2022,16580,1,1.7
2021,3/9/2022,16584,10,8
2021,3/9/2022,16588,1,5
2021,3/9/2022,16589,4,11
2021,3/9/2022,16590,1,4.5
2021,3/9/2022,16585,1,2.5
2021,3/9/2022,16586,12,8.3
2021,3/9/2022,16587,1,19
2021,3/10/2022,16618,7,72
2021,3/10/2022,16619,2,6
2021,3/10/2022,16617,1,1.7
2021,3/10/2022,16615,1,2
2021,3/10/2022,16616,2,26
2021,3/10/2022,16620,1,19
2021,3/10/2022,16624,1,20
2021,3/10/2022,16625,1,4
2021,3/10/2022,16623,3,5
2021,3/10/2022,16621,3,7
2021,3/10/2022,16622,5,28.2
2021,3/10/2022,16607,1,13
2021,3/10/2022,16608,1,5
2021,3/10/2022,16606,3,31.2
2021,3/10/2022,16604,2,26
2021,3/10/2022,16605,1,5
2021,3/10/2022,16609,20,28
2021,3/10/2022,16613,4,5.6
2021,3/10/2022,16614,1,22.5
2021,3/10/2022,16612,2,2
2021,3/10/2022,16610,2,9
2021,3/10/2022,16611,6,16.2
2021,3/11/2022,16641,5,10
2021,3/11/2022,16642,11,19.9
2021,3/11/2022,16640,2,9
2021,3/11/2022,16638,1,4.5
2021,3/11/2022,16639,1,10
2021,3/11/2022,16643,3,4.6
2021,3/11/2022,16647,2,4.5
2021,3/11/2022,16648,1,3.5
2021,3/11/2022,16646,1,1.5
2021,3/11/2022,16644,1,7
2021,3/11/2022,16645,1,34
2021,3/11/2022,16637,2,22
2021,3/11/2022,16629,6,18.5
2021,3/11/2022,16630,1,3.5
2021,3/11/2022,16628,7,80.5
2021,3/11/2022,16626,2,10.2
2021,3/11/2022,16627,1,2
2021,3/11/2022,16631,10,14
2021,3/11/2022,16635,6,3.2
2021,3/11/2022,16636,1,1.7
2021,3/11/2022,16634,1,1.7
2021,3/11/2022,16632,1,1.7
2021,3/11/2022,16633,1,2
2021,3/12/2022,16672,1,1.7
2021,3/12/2022,16671,3,24
2021,3/12/2022,16674,10,6
2021,3/12/2022,16673,1,2
2021,3/12/2022,16668,3,6.9
2021,3/12/2022,16667,6,6
2021,3/12/2022,16670,2,1
2021,3/12/2022,16669,2,11
2021,3/12/2022,16675,2,2.8
2021,3/12/2022,16681,3,16.8
2021,3/12/2022,16680,2,15
2021,3/12/2022,16683,4,43
2021,3/12/2022,16682,3,5.1
2021,3/12/2022,16677,1,17
2021,3/12/2022,16676,1,2
2021,3/12/2022,16679,2,7
2021,3/12/2022,16678,1,2
2021,3/12/2022,16666,1,2
2021,3/12/2022,16654,3,6
2021,3/12/2022,16653,2,25
2021,3/12/2022,16656,25,29.6
2021,3/12/2022,16655,3,6
2021,3/12/2022,16650,2,2.5
2021,3/12/2022,16649,1,3
2021,3/12/2022,16652,2,4
2021,3/12/2022,16651,1,0.6
2021,3/12/2022,16657,1,8.5
2021,3/12/2022,16663,1,5
2021,3/12/2022,16662,50,54.75
2021,3/12/2022,16665,3,6.6
2021,3/12/2022,16664,1,2
2021,3/12/2022,16659,2,18
2021,3/12/2022,16658,1,13
2021,3/12/2022,16661,1,2
2021,3/12/2022,16660,1,15
2021,3/13/2022,16692,1,8.2
2021,3/13/2022,16691,1,17
2021,3/13/2022,16690,1,2
2021,3/13/2022,16695,2,2
2021,3/13/2022,16694,3,64
2021,3/13/2022,16693,4,24
2021,3/13/2022,16686,2,9
2021,3/13/2022,16685,2,4
2021,3/13/2022,16684,2,5
2021,3/13/2022,16689,2,4
2021,3/13/2022,16688,2,16
2021,3/13/2022,16687,1,13.5
2021,3/14/2022,16712,1,9
2021,3/14/2022,16713,2,13.3
2021,3/14/2022,16714,5,30
2021,3/14/2022,16709,1,43
2021,3/14/2022,16710,3,22
2021,3/14/2022,16711,8,9.5
2021,3/14/2022,16718,2,20
2021,3/14/2022,16719,1,2
2021,3/14/2022,16720,1,17
2021,3/14/2022,16715,29,37.9
2021,3/14/2022,16716,1,8.5
2021,3/14/2022,16717,1,4
2021,3/14/2022,16708,1,4.5
2021,3/14/2022,16699,1,2
2021,3/14/2022,16700,3,2.2
2021,3/14/2022,16701,1,21
2021,3/14/2022,16696,29,22.5
2021,3/14/2022,16697,3,21
2021,3/14/2022,16698,6,29
2021,3/14/2022,16705,1,1.7
2021,3/14/2022,16706,1,12.5
2021,3/14/2022,16707,1,1
2021,3/14/2022,16702,1,3.5
2021,3/14/2022,16703,2,2
2021,3/14/2022,16704,1,13
2021,3/15/2022,16728,23,22
2021,3/15/2022,16727,49,13
2021,3/15/2022,16729,31,38
2021,3/15/2022,16731,5,46.5
2021,3/15/2022,16730,4,16
2021,3/15/2022,16726,10,14
2021,3/15/2022,16722,1,35
2021,3/15/2022,16721,1,12
2021,3/15/2022,16723,1,1
2021,3/15/2022,16725,5,54.1
2021,3/15/2022,16724,4,51
2021,3/16/2022,16746,1,9
2021,3/16/2022,16747,17,24.3
2021,3/16/2022,16745,5,12.5
2021,3/16/2022,16743,9,37.4
2021,3/16/2022,16744,1,2
2021,3/16/2022,16751,2,2
2021,3/16/2022,16752,1,1.6
2021,3/16/2022,16750,4,17.2
2021,3/16/2022,16748,17,163.4
2021,3/16/2022,16749,22,29.5
2021,3/16/2022,16742,4,2
2021,3/16/2022,16735,5,3
2021,3/16/2022,16736,1,12
2021,3/16/2022,16734,5,9.7
2021,3/16/2022,16732,1,1.5
2021,3/16/2022,16733,1,83
2021,3/16/2022,16740,5,5
2021,3/16/2022,16741,5,74
2021,3/16/2022,16739,1,17
2021,3/16/2022,16737,1,5
2021,3/16/2022,16738,1,3
2021,3/17/2022,16767,2,38
2021,3/17/2022,16768,3,4.4
2021,3/17/2022,16766,1,1.5
2021,3/17/2022,16764,1,4.5
2021,3/17/2022,16765,5,14
2021,3/17/2022,16769,3,23.5
2021,3/17/2022,16773,22,12.6
2021,3/17/2022,16774,9,34.2
2021,3/17/2022,16772,2,16.5
2021,3/17/2022,16770,32,43.1
2021,3/17/2022,16771,2,4
2021,3/17/2022,16756,1,2.5
2021,3/17/2022,16757,3,14
2021,3/17/2022,16755,1,6.5
2021,3/17/2022,16753,3,35.5
2021,3/17/2022,16754,12,9.6
2021,3/17/2022,16758,2,8
2021,3/17/2022,16762,1,0.6
2021,3/17/2022,16763,1,2
2021,3/17/2022,16761,4,4
2021,3/17/2022,16759,1,2
2021,3/17/2022,16760,3,20
2021,3/18/2022,16786,2,4.2
2021,3/18/2022,16787,1,39
2021,3/18/2022,16784,7,55
2021,3/18/2022,16785,1,1
2021,3/18/2022,16788,3,18.5
2021,3/18/2022,16791,1,2
2021,3/18/2022,16792,1,1
2021,3/18/2022,16789,1,5
2021,3/18/2022,16790,2,4
2021,3/18/2022,16777,3,23
2021,3/18/2022,16778,5,34.8
2021,3/18/2022,16775,3,0.6
2021,3/18/2022,16776,2,20
2021,3/18/2022,16779,3,20
2021,3/18/2022,16782,1,12
2021,3/18/2022,16783,1,1
2021,3/18/2022,16780,14,79.5
2021,3/18/2022,16781,20,20
2021,3/19/2022,16806,7,47
2021,3/19/2022,16807,1,15
2021,3/19/2022,16805,2,35
2021,3/19/2022,16803,10,28
2021,3/19/2022,16804,4,28
2021,3/19/2022,16811,1,3.5
2021,3/19/2022,16812,1,2
2021,3/19/2022,16810,31,29
2021,3/19/2022,16808,1,2.5
2021,3/19/2022,16809,1,2
2021,3/19/2022,16796,1,3.5
2021,3/19/2022,16797,1,1.7
2021,3/19/2022,16795,1,2
2021,3/19/2022,16793,1,10
2021,3/19/2022,16794,9,60.5
2021,3/19/2022,16801,3,31.5
2021,3/19/2022,16802,1,23
2021,3/19/2022,16800,6,40
2021,3/19/2022,16798,5,4.2
2021,3/19/2022,16799,1,32
2021,3/20/2022,16822,6,10
2021,3/20/2022,16821,10,15
2021,3/20/2022,16820,4,53
2021,3/20/2022,16825,11,36
2021,3/20/2022,16824,1,24
2021,3/20/2022,16823,4,47.7
2021,3/20/2022,16819,1,10
2021,3/20/2022,16815,1,9
2021,3/20/2022,16814,2,2
2021,3/20/2022,16813,10,15
2021,3/20/2022,16818,1,2
2021,3/20/2022,16817,1,1.7
2021,3/20/2022,16816,4,11.5
2021,3/21/2022,16838,2,2
2021,3/21/2022,16839,1,1
2021,3/21/2022,16836,1,11
2021,3/21/2022,16837,1,10
2021,3/21/2022,16840,4,3.2
2021,3/21/2022,16843,3,30
2021,3/21/2022,16844,1,5
2021,3/21/2022,16841,5,20
2021,3/21/2022,16842,2,17.5
2021,3/21/2022,16835,3,6
2021,3/21/2022,16828,1,8.5
2021,3/21/2022,16829,34,71
2021,3/21/2022,16826,2,14
2021,3/21/2022,16827,1,13
2021,3/21/2022,16830,2,20
2021,3/21/2022,16833,1,2
2021,3/21/2022,16834,10,2
2021,3/21/2022,16831,1,15.5
2021,3/21/2022,16832,1,10
2021,3/22/2022,16864,4,6
2021,3/22/2022,16865,2,3
2021,3/22/2022,16866,1,4.5
2021,3/22/2022,16863,6,7.8
2021,3/22/2022,16860,3,39
2021,3/22/2022,16861,1,4
2021,3/22/2022,16862,2,20
2021,3/22/2022,16871,7,11
2021,3/22/2022,16872,3,14.4
2021,3/22/2022,16873,1,12
2021,3/22/2022,16870,1,10
2021,3/22/2022,16867,2,13.5
2021,3/22/2022,16868,1,5
2021,3/22/2022,16869,5,5
2021,3/22/2022,16859,1,12
2021,3/22/2022,16849,1,12
2021,3/22/2022,16850,10,14
2021,3/22/2022,16851,2,31
2021,3/22/2022,16848,1,43
2021,3/22/2022,16845,4,6.5
2021,3/22/2022,16846,1,10
2021,3/22/2022,16847,10,32
2021,3/22/2022,16856,1,3.5
2021,3/22/2022,16857,1,1
2021,3/22/2022,16858,3,11.5
2021,3/22/2022,16855,1,2
2021,3/22/2022,16852,3,21.6
2021,3/22/2022,16853,2,31
2021,3/22/2022,16854,1,1.5
2021,3/23/2022,16884,2,7.5
2021,3/23/2022,16885,2,4
2021,3/23/2022,16882,6,126.5
2021,3/23/2022,16883,1,3.5
2021,3/23/2022,16888,1,2
2021,3/23/2022,16889,27,25
2021,3/23/2022,16886,4,30
2021,3/23/2022,16887,5,97
2021,3/23/2022,16876,1,7
2021,3/23/2022,16877,1,10
2021,3/23/2022,16874,50,12.5
2021,3/23/2022,16875,1,53
2021,3/23/2022,16880,26,36.5
2021,3/23/2022,16881,38,37.2
2021,3/23/2022,16878,1,2
2021,3/23/2022,16879,1,12
2021,3/24/2022,16905,21,16
2021,3/24/2022,16906,5,40
2021,3/24/2022,16904,1,7.5
2021,3/24/2022,16902,2,4
2021,3/24/2022,16903,2,13
2021,3/24/2022,16907,4,27
2021,3/24/2022,16911,1,36
2021,3/24/2022,16912,1,10
2021,3/24/2022,16910,1,2
2021,3/24/2022,16908,4,23
2021,3/24/2022,16909,3,15
2021,3/24/2022,16901,2,3.4
2021,3/24/2022,16893,10,54
2021,3/24/2022,16894,2,69
2021,3/24/2022,16892,1,1.7
2021,3/24/2022,16890,1,4.5
2021,3/24/2022,16891,1,1
2021,3/24/2022,16895,1,1.5
2021,3/24/2022,16899,1,49
2021,3/24/2022,16900,1,3.5
2021,3/24/2022,16898,2,12
2021,3/24/2022,16896,1,4
2021,3/24/2022,16897,1,36
2021,3/25/2022,16925,1,5
2021,3/25/2022,16926,4,4
2021,3/25/2022,16923,2,2
2021,3/25/2022,16924,1,3.5
2021,3/25/2022,16927,3,32
2021,3/25/2022,16930,10,14
2021,3/25/2022,16931,1,0.6
2021,3/25/2022,16928,1,23
2021,3/25/2022,16929,1,2
2021,3/25/2022,16922,2,4
2021,3/25/2022,16915,1,7
2021,3/25/2022,16916,2,58
2021,3/25/2022,16913,7,19.2
2021,3/25/2022,16914,3,5
2021,3/25/2022,16917,2,4
2021,3/25/2022,16920,1,10
2021,3/25/2022,16921,3,15.5
2021,3/25/2022,16918,1,2
2021,3/25/2022,16919,1,19
2021,3/26/2022,16954,2,26
2021,3/26/2022,16953,1,3
2021,3/26/2022,16956,10,3.5
2021,3/26/2022,16955,2,5.5
2021,3/26/2022,16950,3,6
2021,3/26/2022,16949,1,15
2021,3/26/2022,16952,1,10
2021,3/26/2022,16951,12,9.6
2021,3/26/2022,16962,1,5
2021,3/26/2022,16961,2,36
2021,3/26/2022,16964,3,33
2021,3/26/2022,16963,6,13.5
2021,3/26/2022,16958,1,5
2021,3/26/2022,16957,2,24.5
2021,3/26/2022,16960,3,3
2021,3/26/2022,16959,1,2
2021,3/26/2022,16948,4,7.1
2021,3/26/2022,16937,2,5
2021,3/26/2022,16936,1,2
2021,3/26/2022,16939,32,65
2021,3/26/2022,16938,4,2
2021,3/26/2022,16933,2,4.6
2021,3/26/2022,16932,3,14
2021,3/26/2022,16935,11,14.8
2021,3/26/2022,16934,1,2
2021,3/26/2022,16945,1,9
2021,3/26/2022,16944,1,10
2021,3/26/2022,16947,1,4
2021,3/26/2022,16946,1,2
2021,3/26/2022,16941,1,3
2021,3/26/2022,16940,18,28.8
2021,3/26/2022,16943,2,7
2021,3/26/2022,16942,1,15.5
